train_number,train_name,train_type,train_zone,sim_date,stop_seq,station_code,station_name,station_zone,lat,lon,dist_from_prev_km,cum_distance_km,scheduled_arrival_min,actual_arrival_min,delay_minutes,halt_minutes,tsr_active,tsr_speed_kmph,congestion_index,precedence_penalty_min,weather_state,priority_rank
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,59,DHND,DHINDA,UNK,26.890931,75.361206,6.258,348.128,297.0,307.3,10.3,0,0,,0.158,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,60,HDA,HIRNODA,UNK,26.885336,75.327459,3.404,351.532,300.0,310.1,10.1,0,0,,0.357,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,61,FL,PHULERA JN,UNK,26.872814,75.245456,8.252,359.783,308.0,317.7,9.7,0,0,,0.222,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,62,NRI,NARAINA,NWR,26.796464,75.193029,9.957,369.74,318.0,328.4,10.4,0,0,,0.024,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,63,SK,SAKHUN,NWR,26.73807863,75.09118941,12.016,381.755,329.0,339.2,10.2,0,0,,0.185,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,64,SALI,SALI,NWR,26.705767,75.031546,6.928,388.684,335.0,345.6,10.6,0,0,,0.059,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,65,GLTA,GAHLOTA,NWR,26.67237152,74.96755654,7.362,396.046,339.0,348.9,9.9,0,0,,0.136,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,66,TL,TILONIYA,NWR,26.652675,74.934194,3.973,400.019,346.0,354.5,8.5,0,0,,0.219,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,67,KSG,KISHANGARH,NWR,26.588968,74.855553,10.55,410.569,356.0,363.8,7.8,0,0,,0.056,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,68,GEK,GEGAL AKHRI,NWR,26.540366,74.775574,9.617,420.185,361.0,368.6,7.6,0,0,,0.145,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,69,LR,LADPURA,NWR,26.504385,74.728726,6.143,426.328,365.0,372.1,7.1,0,0,,0.333,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,70,MD,MADAR,NWR,26.465014,74.687227,6.019,432.347,370.0,376.9,6.9,0,0,,0.248,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-18,71,AII,AJMER JN,NWR,26.456612,74.637464,5.041,437.388,382.0,387.4,5.4,0,0,,0.029,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,0,NDLS,NEW DELHI,UNK,28.642314,77.220004,,0.0,0.0,0.0,0.0,0,0,,0.142,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,1,DSB,DELHI SADAR BAZAR,UNK,28.658656,77.216852,1.843,1.843,4.0,4.4,0.4,0,0,,0.038,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,2,DKZ,DELHI KISHANGANJ,NR,28.664732,77.201256,1.665,3.508,8.0,8.0,0.0,0,0,,0.367,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,3,DEE,DELHI SARAI ROHILLA,NR,28.662992,77.187106,1.394,4.902,11.0,15.7,4.7,0,0,,0.961,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,4,DBSI,DAYA BASTI,NR,28.667329,77.17139,1.607,6.509,14.0,18.7,4.7,0,0,,0.353,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,5,PTNR,PATEL NAGAR,NR,28.66000908,77.15626035,1.686,8.195,17.0,21.7,4.7,0,0,,0.357,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,6,KRTN,KIRTI NAGAR,NR,28.64692948,77.14507403,1.818,10.014,19.0,23.7,4.7,0,0,,0.271,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,7,DEC,DELHI CANTT,NR,28.613534,77.116577,4.639,14.653,32.0,35.0,3.0,2,0,,0.035,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,8,PM,PALAM,NR,28.585656,77.09295,3.864,18.517,36.0,38.8,2.8,0,0,,0.286,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,9,SMDP,SHAHABAD MOHAMADPUR,NR,28.560927,77.071838,3.437,21.954,39.0,41.8,2.8,0,0,,0.226,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,10,BWSN,BIJWASAN,NR,28.5367,77.051292,3.359,25.313,42.0,44.7,2.7,0,0,,0.217,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,11,GGN,GURGAON,NR,28.489165,77.010739,6.606,31.919,47.0,49.4,2.4,2,0,,0.215,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,12,BDXT,BASAI DHANKOT,NR,28.464735,76.983187,3.825,35.744,51.0,53.3,2.3,0,0,,0.184,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,13,GHH,GARHI HARSARU,NR,28.43755,76.929697,6.04,41.784,56.0,57.6,1.6,0,0,,0.059,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,14,PT,PATLI,NR,28.399583,76.853472,8.567,50.351,63.0,64.0,1.0,0,0,,0.195,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,16,JSKA,JATAULA SAMPHKA,NR,28.372602,76.799492,6.073,56.425,69.0,70.3,1.3,0,0,,0.005,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,17,PTRD,PATAUDI ROAD,NR,28.350738,76.755565,4.938,61.363,74.0,74.4,0.4,0,0,,0.064,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,18,IHP,INCHHAPURI,NR,28.319499,76.7189807,4.989,66.351,78.0,78.3,0.3,0,0,,0.231,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,19,KIP,KHALILPUR,NR,28.274856,76.678362,6.361,72.712,84.0,84.0,0.0,0,0,,0.031,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,20,KWMD,KUMBHAWAS MUNDA,NR,28.255391,76.660871,2.76,75.472,87.0,87.1,0.1,0,0,,0.327,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,21,RE,REWARI,NWR,28.202779,76.609414,7.723,83.195,94.0,94.0,0.0,2,0,,0.375,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,22,KNGT,KARNAWAS,NWR,28.130539,76.590073,8.253,91.448,100.0,100.2,0.2,0,0,,0.231,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,23,BWL,BAWAL,NWR,28.070281,76.572402,6.921,98.369,105.0,111.0,6.0,0,0,,0.397,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,24,MJNL,MAJRI NANGAL,NWR,28.011997,76.554869,6.705,105.075,110.0,115.2,5.2,0,0,,0.236,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,25,AIA,AJARAKA,NWR,27.959391,76.564209,5.921,110.996,115.0,119.5,4.5,0,0,,0.025,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,26,KNAR,KHANPUR AHIR,NWR,27.911754,76.589847,5.865,116.861,119.0,123.4,4.4,0,0,,0.183,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,27,HSI,HARSAULI,NWR,27.864848,76.615189,5.78,122.641,123.0,126.8,3.8,0,0,,0.166,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,28,KRH,KHAIRTHAL,NWR,27.79732442,76.64170412,7.948,130.589,129.0,131.8,2.8,0,0,,0.309,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,29,GAL,GHATLA,NWR,27.731813,76.628452,7.4,137.989,134.0,140.2,6.2,0,0,,0.659,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,30,PSL,PARISAL,NWR,27.669476,76.615266,7.052,145.041,139.0,144.3,5.3,0,0,,0.281,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,31,AWR,ALWAR,NWR,27.559273,76.621265,12.268,157.309,148.0,153.4,5.4,2,0,,0.373,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,32,MWW,MAHWA,NWR,27.48372,76.608871,8.49,165.799,154.0,159.7,5.7,0,0,,0.134,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,33,MKH,MALAKHERA,NWR,27.390236,76.618982,10.443,176.242,162.0,166.8,4.8,0,0,,0.327,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,34,DGW,DHIGAWARA,NWR,27.296265,76.613599,10.463,186.704,169.0,172.5,3.5,0,0,,0.224,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,35,RHG,RAJGARH,NWR,27.240827,76.607541,6.193,192.898,174.0,176.3,2.3,0,0,,0.217,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,36,SRRG,SURERGOTH,NWR,27.18282,76.605353,6.454,199.352,178.0,179.8,1.8,0,0,,0.157,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,37,BU,BASWA,NWR,27.149686,76.575644,4.713,204.065,183.0,184.6,1.6,0,0,,0.009,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,38,GLNA,GULANA,NWR,27.10333,76.564974,5.262,209.326,187.0,190.9,3.9,0,0,,0.82,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,39,BKI,BANDIKUI JN,UNK,27.039271,76.566723,7.125,216.451,192.0,205.3,13.3,0,0,,0.217,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,40,ARNA,ARNIA,UNK,27.01012878,76.51717962,5.881,222.332,196.0,208.8,12.8,0,0,,0.104,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,41,KVGM,KOLVAGRAM,UNK,26.9894839,76.46876528,5.318,227.65,200.0,212.0,12.0,0,0,,0.053,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,42,BAK,BHAN KARI,UNK,26.96254679,76.40945546,6.597,234.246,205.0,216.3,11.3,0,0,,0.026,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,43,DO,DAUSA,UNK,26.900047,76.330336,10.479,244.726,213.0,223.5,10.5,0,0,,0.294,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,44,BNDN,BHANDANA,UNK,26.878914,76.252474,8.071,252.797,218.0,228.0,10.0,0,0,,0.103,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,45,JW,JATWARA,UNK,26.86882029,76.21405482,3.973,256.77,221.0,230.5,9.5,0,0,,0.085,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,46,BSKO,BANSKHO,UNK,26.856115,76.142206,7.266,264.036,227.0,236.9,9.9,0,0,,0.342,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,47,JHIR,JHIR,UNK,26.85218738,76.11469203,2.764,266.8,228.0,237.8,9.8,0,0,,0.301,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,48,BAI,BASSI,UNK,26.840617,76.047213,6.817,273.617,233.0,247.1,14.1,0,0,,0.938,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,49,KUT,KANAUTA,UNK,26.84221601,75.95599611,9.052,282.669,240.0,253.4,13.4,0,0,,0.185,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,50,KWP,KHATIPURA,UNK,26.835709,75.890498,6.539,289.207,245.0,257.8,12.8,0,0,,0.031,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,51,GTJT,GETOR JAGATPURA,UNK,26.836925,75.832384,5.768,294.975,249.0,262.8,13.8,0,0,,0.87,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,52,GADJ,GANDHINAGAR JAIPUR,UNK,26.873067,75.79828,5.253,300.228,253.0,266.8,13.8,0,0,,0.238,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,53,JP,JAIPUR,UNK,26.920203,75.786923,5.361,305.589,257.0,276.2,19.2,5,0,,0.263,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,54,KKU,KANAKPURA,UNK,26.92883,75.702559,8.419,314.008,265.0,283.1,18.1,0,0,,0.04,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,55,DNK,DHANAKYA,UNK,26.91819,75.605607,9.685,323.693,274.0,291.3,17.3,0,0,,0.36,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,56,SHNX,SHEO SINGH PURA,UNK,26.913378,75.567278,3.838,327.53,278.0,294.8,16.8,0,0,,0.036,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,57,BOBS,BOBAS,UNK,26.9056364,75.4980458,6.918,334.449,284.0,299.6,15.6,0,0,,0.073,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,58,JOB,ASALPUR JOBNER,UNK,26.900084,75.423467,7.421,341.87,291.0,306.2,15.2,0,0,,0.015,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,59,DHND,DHINDA,UNK,26.890931,75.361206,6.258,348.128,297.0,312.1,15.1,0,0,,0.141,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,60,HDA,HIRNODA,UNK,26.885336,75.327459,3.404,351.532,300.0,314.8,14.8,0,0,,0.057,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,61,FL,PHULERA JN,UNK,26.872814,75.245456,8.252,359.783,308.0,324.1,16.1,0,0,,0.141,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,62,NRI,NARAINA,NWR,26.796464,75.193029,9.957,369.74,318.0,335.6,17.6,0,0,,0.662,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,63,SK,SAKHUN,NWR,26.73807863,75.09118941,12.016,381.755,329.0,346.3,17.3,0,0,,0.304,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,64,SALI,SALI,NWR,26.705767,75.031546,6.928,388.684,335.0,351.2,16.2,0,0,,0.161,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,65,GLTA,GAHLOTA,NWR,26.67237152,74.96755654,7.362,396.046,339.0,355.0,16.0,0,0,,0.365,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,66,TL,TILONIYA,NWR,26.652675,74.934194,3.973,400.019,346.0,360.9,14.9,0,0,,0.306,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,67,KSG,KISHANGARH,NWR,26.588968,74.855553,10.55,410.569,356.0,371.7,15.7,0,0,,0.025,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,68,GEK,GEGAL AKHRI,NWR,26.540366,74.775574,9.617,420.185,361.0,376.3,15.3,0,0,,0.185,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,69,LR,LADPURA,NWR,26.504385,74.728726,6.143,426.328,365.0,379.7,14.7,0,0,,0.113,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,70,MD,MADAR,NWR,26.465014,74.687227,6.019,432.347,370.0,384.4,14.4,0,0,,0.171,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-19,71,AII,AJMER JN,NWR,26.456612,74.637464,5.041,437.388,382.0,398.0,16.0,0,0,,0.639,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,0,NDLS,NEW DELHI,UNK,28.642314,77.220004,,0.0,0.0,0.0,0.0,0,0,,0.392,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,1,DSB,DELHI SADAR BAZAR,UNK,28.658656,77.216852,1.843,1.843,4.0,4.0,0.0,0,0,,0.268,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,2,DKZ,DELHI KISHANGANJ,NR,28.664732,77.201256,1.665,3.508,8.0,8.0,0.0,0,0,,0.219,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,3,DEE,DELHI SARAI ROHILLA,NR,28.662992,77.187106,1.394,4.902,11.0,11.0,0.0,0,0,,0.108,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,4,DBSI,DAYA BASTI,NR,28.667329,77.17139,1.607,6.509,14.0,14.0,0.0,0,0,,0.034,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,5,PTNR,PATEL NAGAR,NR,28.66000908,77.15626035,1.686,8.195,17.0,17.0,0.0,0,0,,0.292,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,6,KRTN,KIRTI NAGAR,NR,28.64692948,77.14507403,1.818,10.014,19.0,19.2,0.2,0,0,,0.065,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,7,DEC,DELHI CANTT,NR,28.613534,77.116577,4.639,14.653,32.0,32.0,0.0,2,0,,0.061,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,8,PM,PALAM,NR,28.585656,77.09295,3.864,18.517,36.0,36.3,0.3,0,0,,0.001,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,9,SMDP,SHAHABAD MOHAMADPUR,NR,28.560927,77.071838,3.437,21.954,39.0,39.6,0.6,0,0,,0.34,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,10,BWSN,BIJWASAN,NR,28.5367,77.051292,3.359,25.313,42.0,42.7,0.7,0,0,,0.065,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,11,GGN,GURGAON,NR,28.489165,77.010739,6.606,31.919,47.0,47.1,0.1,2,0,,0.294,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,12,BDXT,BASAI DHANKOT,NR,28.464735,76.983187,3.825,35.744,51.0,51.1,0.1,0,0,,0.078,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,13,GHH,GARHI HARSARU,NR,28.43755,76.929697,6.04,41.784,56.0,59.4,3.4,0,0,,0.722,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,14,PT,PATLI,NR,28.399583,76.853472,8.567,50.351,63.0,66.3,3.3,0,0,,0.267,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,16,JSKA,JATAULA SAMPHKA,NR,28.372602,76.799492,6.073,56.425,69.0,71.6,2.6,0,0,,0.077,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,17,PTRD,PATAUDI ROAD,NR,28.350738,76.755565,4.938,61.363,74.0,75.8,1.8,0,0,,0.232,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,18,IHP,INCHHAPURI,NR,28.319499,76.7189807,4.989,66.351,78.0,79.6,1.6,0,0,,0.141,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,19,KIP,KHALILPUR,NR,28.274856,76.678362,6.361,72.712,84.0,85.4,1.4,0,0,,0.304,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,20,KWMD,KUMBHAWAS MUNDA,NR,28.255391,76.660871,2.76,75.472,87.0,95.8,8.8,0,0,,0.131,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,21,RE,REWARI,NWR,28.202779,76.609414,7.723,83.195,94.0,102.6,8.6,2,0,,0.334,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,22,KNGT,KARNAWAS,NWR,28.130539,76.590073,8.253,91.448,100.0,108.8,8.8,0,0,,0.096,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,23,BWL,BAWAL,NWR,28.070281,76.572402,6.921,98.369,105.0,112.7,7.7,0,0,,0.222,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,24,MJNL,MAJRI NANGAL,NWR,28.011997,76.554869,6.705,105.075,110.0,117.2,7.2,0,0,,0.225,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,25,AIA,AJARAKA,NWR,27.959391,76.564209,5.921,110.996,115.0,122.0,7.0,0,0,,0.261,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,26,KNAR,KHANPUR AHIR,NWR,27.911754,76.589847,5.865,116.861,119.0,126.2,7.2,0,0,,0.289,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,27,HSI,HARSAULI,NWR,27.864848,76.615189,5.78,122.641,123.0,130.4,7.4,0,0,,0.008,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,28,KRH,KHAIRTHAL,NWR,27.79732442,76.64170412,7.948,130.589,129.0,138.4,9.4,0,0,,0.918,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,29,GAL,GHATLA,NWR,27.731813,76.628452,7.4,137.989,134.0,142.9,8.9,0,0,,0.231,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,30,PSL,PARISAL,NWR,27.669476,76.615266,7.052,145.041,139.0,147.4,8.4,0,0,,0.243,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,31,AWR,ALWAR,NWR,27.559273,76.621265,12.268,157.309,148.0,156.0,8.0,2,0,,0.305,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,32,MWW,MAHWA,NWR,27.48372,76.608871,8.49,165.799,154.0,160.9,6.9,0,0,,0.358,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,33,MKH,MALAKHERA,NWR,27.390236,76.618982,10.443,176.242,162.0,168.4,6.4,0,0,,0.389,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,34,DGW,DHIGAWARA,NWR,27.296265,76.613599,10.463,186.704,169.0,175.6,6.6,0,0,,0.226,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,35,RHG,RAJGARH,NWR,27.240827,76.607541,6.193,192.898,174.0,179.9,5.9,0,0,,0.242,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,36,SRRG,SURERGOTH,NWR,27.18282,76.605353,6.454,199.352,178.0,183.3,5.3,0,0,,0.177,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,37,BU,BASWA,NWR,27.149686,76.575644,4.713,204.065,183.0,187.4,4.4,0,0,,0.14,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,38,GLNA,GULANA,NWR,27.10333,76.564974,5.262,209.326,187.0,191.3,4.3,0,0,,0.21,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,39,BKI,BANDIKUI JN,UNK,27.039271,76.566723,7.125,216.451,192.0,196.0,4.0,0,0,,0.214,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,40,ARNA,ARNIA,UNK,27.01012878,76.51717962,5.881,222.332,196.0,199.3,3.3,0,0,,0.108,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,41,KVGM,KOLVAGRAM,UNK,26.9894839,76.46876528,5.318,227.65,200.0,202.3,2.3,0,0,,0.086,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,42,BAK,BHAN KARI,UNK,26.96254679,76.40945546,6.597,234.246,205.0,207.6,2.6,0,0,,0.302,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,43,DO,DAUSA,UNK,26.900047,76.330336,10.479,244.726,213.0,215.4,2.4,0,0,,0.375,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,44,BNDN,BHANDANA,UNK,26.878914,76.252474,8.071,252.797,218.0,219.7,1.7,0,0,,0.396,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,45,JW,JATWARA,UNK,26.86882029,76.21405482,3.973,256.77,221.0,223.0,2.0,0,0,,0.218,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,46,BSKO,BANSKHO,UNK,26.856115,76.142206,7.266,264.036,227.0,234.4,7.4,0,0,,0.159,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,47,JHIR,JHIR,UNK,26.85218738,76.11469203,2.764,266.8,228.0,235.5,7.5,0,0,,0.357,0.0,foggy,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,48,BAI,BASSI,UNK,26.840617,76.047213,6.817,273.617,233.0,240.4,7.4,0,0,,0.086,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,49,KUT,KANAUTA,UNK,26.84221601,75.95599611,9.052,282.669,240.0,246.2,6.2,0,0,,0.275,0.0,clear,2
12015,New Delhi-Ajmer Shatabdi,Shtb,NR,2026-01-20,50,KWP,KHATIPURA,UNK,26.835709,75.890498,6.539,289.207,245.0,251.2,6.2,0,0,,0.345,0.0,foggy,2
