train_number,sim_date,train_type,train_zone,priority_rank,is_train_period,cur_station_name,next_station_name,cur_stop_seq,cur_delay_minutes,cur_cum_distance_km,distance_remaining_km,cur_scheduled_min,next_scheduled_min,upcoming_dist_km,upcoming_tsr_frac,upcoming_congestion_mean,upcoming_foggy_frac,next_station_zone,target_delay_minutes,hist_avg_delay_by_train,hist_avg_delay_by_type
12569,2026-01-01,GR,ECR,6,True,KANPUR CENTRAL,ALIGARH JN,126,97.4,812.664,426.86300000000006,812.0,999.0,6.988,0.0,0.294,1.0,UNK,172.2,73.62723112128145,90.0535565550558
12569,2026-01-01,GR,ECR,6,True,ALIGARH JN,ANAND VIHAR TRM,163,172.2,1121.426,118.10100000000011,999.0,1135.0,2.08,0.0,0.238,0.0,UNK,221.3,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,JAYNAGAR,MADHUBANI,0,12.4,0.0,1239.527,0.0,34.0,9.654,0.0,0.294,0.0,UNK,12.6,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,MADHUBANI,SAKRI JN,4,12.6,30.854,1208.673,34.0,64.0,8.0,0.0,0.39,0.0,UNK,11.8,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,SAKRI JN,DARBHANGA JN,6,11.8,46.443,1193.084,64.0,89.0,5.01,0.0,0.28,0.0,UNK,11.4,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,DARBHANGA JN,LAHERIA SARAI,8,11.4,64.717,1174.81,89.0,97.0,5.179,0.0,0.236,1.0,UNK,11.2,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,LAHERIA SARAI,HAIAGHAT,9,11.2,69.896,1169.631,97.0,115.0,6.139,0.0,0.32,1.0,UNK,11.1,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,HAIAGHAT,SAMASTIPUR JN,11,11.1,80.296,1159.231,115.0,181.0,3.045,0.0,0.0,0.0,UNK,18.3,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,SAMASTIPUR JN,BARAUNI JN,14,18.3,100.732,1138.795,181.0,236.0,7.227,0.0,0.09,0.0,UNK,14.6,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,BARAUNI JN,MOKAMEH JN,21,14.6,150.338,1089.189,236.0,281.0,3.864,0.0,0.0,1.0,UNK,18.6,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,MOKAMEH JN,BAKHTIYARPUR JN,27,18.6,170.486,1069.0410000000002,281.0,317.0,9.224,0.0,0.351,0.0,UNK,24.2,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,BAKHTIYARPUR JN,PATNA JN,34,24.2,213.514,1026.013,317.0,382.0,2.571,0.0,0.362,0.0,UNK,24.4,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,PATNA JN,DANAPUR,46,24.4,258.422,981.105,382.0,397.0,3.524,0.0,0.344,1.0,UNK,24.5,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,DANAPUR,ARA,48,24.5,267.979,971.548,397.0,447.0,9.789,0.0,0.075,0.0,UNK,24.2,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,ARA,DUMRAON,54,24.2,306.741,932.7860000000001,447.0,478.0,7.447,0.0,0.242,1.0,UNK,30.3,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,DUMRAON,BUXAR,60,30.3,358.859,880.6680000000001,478.0,494.0,10.766,0.0,0.353,0.0,UNK,37.1,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,BUXAR,MUGHAL SARAI JN,62,37.1,375.116,864.4110000000001,494.0,582.0,10.641,0.0,0.004,0.0,UNK,67.6,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,MUGHAL SARAI JN,ALLAHABAD JN,77,67.6,469.031,770.4960000000001,582.0,692.0,6.686,0.0,0.266,0.0,UNK,120.4,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,ALLAHABAD JN,KANPUR CENTRAL,97,120.4,619.853,619.6740000000001,692.0,812.0,3.062,0.0,0.671,1.0,UNK,156.7,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,KANPUR CENTRAL,ALIGARH JN,126,156.7,812.664,426.86300000000006,812.0,999.0,6.988,0.0,0.073,1.0,UNK,178.9,73.62723112128145,90.0535565550558
12569,2026-01-02,GR,ECR,6,True,ALIGARH JN,ANAND VIHAR TRM,163,178.9,1121.426,118.10100000000011,999.0,1135.0,2.08,0.0,0.305,0.0,UNK,200.6,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,JAYNAGAR,MADHUBANI,0,3.9,0.0,1239.527,0.0,34.0,9.654,0.0,0.045,0.0,UNK,2.0,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,MADHUBANI,SAKRI JN,4,2.0,30.854,1208.673,34.0,64.0,8.0,0.0,0.045,1.0,UNK,0.9,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,SAKRI JN,DARBHANGA JN,6,0.9,46.443,1193.084,64.0,89.0,5.01,0.0,0.069,0.0,UNK,0.4,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,DARBHANGA JN,LAHERIA SARAI,8,0.4,64.717,1174.81,89.0,97.0,5.179,0.0,0.241,0.0,UNK,0.0,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,LAHERIA SARAI,HAIAGHAT,9,0.0,69.896,1169.631,97.0,115.0,6.139,0.0,0.278,1.0,UNK,0.7,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,HAIAGHAT,SAMASTIPUR JN,11,0.7,80.296,1159.231,115.0,181.0,3.045,0.0,0.103,0.0,UNK,3.8,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,SAMASTIPUR JN,BARAUNI JN,14,3.8,100.732,1138.795,181.0,236.0,7.227,0.0,0.115,1.0,UNK,16.1,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,BARAUNI JN,MOKAMEH JN,21,16.1,150.338,1089.189,236.0,281.0,3.864,0.0,0.007,0.0,UNK,24.7,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,MOKAMEH JN,BAKHTIYARPUR JN,27,24.7,170.486,1069.0410000000002,281.0,317.0,9.224,0.0,0.874,0.0,UNK,29.9,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,BAKHTIYARPUR JN,PATNA JN,34,29.9,213.514,1026.013,317.0,382.0,2.571,0.0,0.369,1.0,UNK,27.0,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,PATNA JN,DANAPUR,46,27.0,258.422,981.105,382.0,397.0,3.524,0.0,0.322,0.0,UNK,26.3,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,DANAPUR,ARA,48,26.3,267.979,971.548,397.0,447.0,9.789,0.0,0.612,0.0,UNK,43.3,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,ARA,DUMRAON,54,43.3,306.741,932.7860000000001,447.0,478.0,7.447,0.0,0.35,1.0,UNK,46.7,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,DUMRAON,BUXAR,60,46.7,358.859,880.6680000000001,478.0,494.0,10.766,0.0,0.337,1.0,UNK,47.0,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,BUXAR,MUGHAL SARAI JN,62,47.0,375.116,864.4110000000001,494.0,582.0,10.641,0.0,0.194,1.0,UNK,57.2,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,MUGHAL SARAI JN,ALLAHABAD JN,77,57.2,469.031,770.4960000000001,582.0,692.0,6.686,0.0,0.157,0.0,UNK,85.4,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,ALLAHABAD JN,KANPUR CENTRAL,97,85.4,619.853,619.6740000000001,692.0,812.0,3.062,0.0,0.078,0.0,UNK,95.4,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,KANPUR CENTRAL,ALIGARH JN,126,95.4,812.664,426.86300000000006,812.0,999.0,6.988,0.0,0.197,0.0,UNK,128.3,73.62723112128145,90.0535565550558
12569,2026-01-03,GR,ECR,6,True,ALIGARH JN,ANAND VIHAR TRM,163,128.3,1121.426,118.10100000000011,999.0,1135.0,2.08,0.0,0.06,0.0,UNK,156.2,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,JAYNAGAR,MADHUBANI,0,0.0,0.0,1239.527,0.0,34.0,9.654,0.0,0.392,0.0,UNK,14.1,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,MADHUBANI,SAKRI JN,4,14.1,30.854,1208.673,34.0,64.0,8.0,0.0,0.052,1.0,UNK,26.5,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,SAKRI JN,DARBHANGA JN,6,26.5,46.443,1193.084,64.0,89.0,5.01,0.0,0.214,1.0,UNK,26.7,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,DARBHANGA JN,LAHERIA SARAI,8,26.7,64.717,1174.81,89.0,97.0,5.179,0.0,0.032,0.0,UNK,26.5,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,LAHERIA SARAI,HAIAGHAT,9,26.5,69.896,1169.631,97.0,115.0,6.139,0.0,0.3,0.0,UNK,26.0,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,HAIAGHAT,SAMASTIPUR JN,11,26.0,80.296,1159.231,115.0,181.0,3.045,0.0,0.231,0.0,UNK,24.1,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,SAMASTIPUR JN,BARAUNI JN,14,24.1,100.732,1138.795,181.0,236.0,7.227,0.0,0.206,1.0,UNK,20.4,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,BARAUNI JN,MOKAMEH JN,21,20.4,150.338,1089.189,236.0,281.0,3.864,0.0,0.244,0.0,UNK,42.4,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,MOKAMEH JN,BAKHTIYARPUR JN,27,42.4,170.486,1069.0410000000002,281.0,317.0,9.224,0.0,0.347,1.0,UNK,56.2,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,BAKHTIYARPUR JN,PATNA JN,34,56.2,213.514,1026.013,317.0,382.0,2.571,0.0,0.093,0.0,UNK,56.5,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,PATNA JN,DANAPUR,46,56.5,258.422,981.105,382.0,397.0,3.524,0.0,0.006,1.0,UNK,55.8,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,DANAPUR,ARA,48,55.8,267.979,971.548,397.0,447.0,9.789,0.0,0.008,1.0,UNK,61.1,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,ARA,DUMRAON,54,61.1,306.741,932.7860000000001,447.0,478.0,7.447,0.0,0.248,0.0,UNK,81.5,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,DUMRAON,BUXAR,60,81.5,358.859,880.6680000000001,478.0,494.0,10.766,0.0,0.04,0.0,UNK,81.1,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,BUXAR,MUGHAL SARAI JN,62,81.1,375.116,864.4110000000001,494.0,582.0,10.641,0.0,0.31,0.0,UNK,94.4,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,MUGHAL SARAI JN,ALLAHABAD JN,77,94.4,469.031,770.4960000000001,582.0,692.0,6.686,0.0,0.188,1.0,UNK,123.0,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,ALLAHABAD JN,KANPUR CENTRAL,97,123.0,619.853,619.6740000000001,692.0,812.0,3.062,0.0,0.111,1.0,UNK,159.4,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,KANPUR CENTRAL,ALIGARH JN,126,159.4,812.664,426.86300000000006,812.0,999.0,6.988,0.0,0.286,0.0,UNK,224.0,73.62723112128145,90.0535565550558
12569,2026-01-04,GR,ECR,6,True,ALIGARH JN,ANAND VIHAR TRM,163,224.0,1121.426,118.10100000000011,999.0,1135.0,2.08,0.0,0.233,1.0,UNK,244.1,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,JAYNAGAR,MADHUBANI,0,0.0,0.0,1239.527,0.0,34.0,9.654,0.0,0.144,1.0,UNK,4.6,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,MADHUBANI,SAKRI JN,4,4.6,30.854,1208.673,34.0,64.0,8.0,0.0,0.329,1.0,UNK,0.6,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,SAKRI JN,DARBHANGA JN,6,0.6,46.443,1193.084,64.0,89.0,5.01,0.0,0.292,0.0,UNK,0.0,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,DARBHANGA JN,LAHERIA SARAI,8,0.0,64.717,1174.81,89.0,97.0,5.179,0.0,0.268,1.0,UNK,0.0,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,LAHERIA SARAI,HAIAGHAT,9,0.0,69.896,1169.631,97.0,115.0,6.139,0.0,0.19,1.0,UNK,0.0,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,HAIAGHAT,SAMASTIPUR JN,11,0.0,80.296,1159.231,115.0,181.0,3.045,0.0,0.383,1.0,UNK,0.0,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,SAMASTIPUR JN,BARAUNI JN,14,0.0,100.732,1138.795,181.0,236.0,7.227,0.0,0.372,1.0,UNK,6.2,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,BARAUNI JN,MOKAMEH JN,21,6.2,150.338,1089.189,236.0,281.0,3.864,0.0,0.073,1.0,UNK,24.7,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,MOKAMEH JN,BAKHTIYARPUR JN,27,24.7,170.486,1069.0410000000002,281.0,317.0,9.224,0.0,0.106,0.0,UNK,27.4,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,BAKHTIYARPUR JN,PATNA JN,34,27.4,213.514,1026.013,317.0,382.0,2.571,0.0,0.097,1.0,UNK,49.1,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,PATNA JN,DANAPUR,46,49.1,258.422,981.105,382.0,397.0,3.524,0.0,0.273,1.0,UNK,48.1,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,DANAPUR,ARA,48,48.1,267.979,971.548,397.0,447.0,9.789,0.0,0.083,1.0,UNK,45.1,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,ARA,DUMRAON,54,45.1,306.741,932.7860000000001,447.0,478.0,7.447,0.0,0.29,1.0,UNK,50.4,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,DUMRAON,BUXAR,60,50.4,358.859,880.6680000000001,478.0,494.0,10.766,0.0,0.017,0.0,UNK,74.7,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,BUXAR,MUGHAL SARAI JN,62,74.7,375.116,864.4110000000001,494.0,582.0,10.641,0.0,0.332,0.0,UNK,86.8,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,MUGHAL SARAI JN,ALLAHABAD JN,77,86.8,469.031,770.4960000000001,582.0,692.0,6.686,0.0,0.916,0.0,UNK,177.4,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,ALLAHABAD JN,KANPUR CENTRAL,97,177.4,619.853,619.6740000000001,692.0,812.0,3.062,0.0,0.276,0.0,UNK,179.1,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,KANPUR CENTRAL,ALIGARH JN,126,179.1,812.664,426.86300000000006,812.0,999.0,6.988,0.0,0.385,0.0,UNK,235.7,73.62723112128145,90.0535565550558
12569,2026-01-05,GR,ECR,6,True,ALIGARH JN,ANAND VIHAR TRM,163,235.7,1121.426,118.10100000000011,999.0,1135.0,2.08,0.0,0.204,0.0,UNK,267.2,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,JAYNAGAR,MADHUBANI,0,0.0,0.0,1239.527,0.0,34.0,9.654,0.0,0.378,0.0,UNK,8.4,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,MADHUBANI,SAKRI JN,4,8.4,30.854,1208.673,34.0,64.0,8.0,0.0,0.344,0.0,UNK,7.5,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,SAKRI JN,DARBHANGA JN,6,7.5,46.443,1193.084,64.0,89.0,5.01,0.0,0.096,1.0,UNK,6.6,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,DARBHANGA JN,LAHERIA SARAI,8,6.6,64.717,1174.81,89.0,97.0,5.179,0.0,0.363,0.0,UNK,8.2,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,LAHERIA SARAI,HAIAGHAT,9,8.2,69.896,1169.631,97.0,115.0,6.139,0.0,0.227,0.0,UNK,10.8,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,HAIAGHAT,SAMASTIPUR JN,11,10.8,80.296,1159.231,115.0,181.0,3.045,0.0,0.393,0.0,UNK,16.4,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,SAMASTIPUR JN,BARAUNI JN,14,16.4,100.732,1138.795,181.0,236.0,7.227,0.0,0.021,1.0,UNK,27.4,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,BARAUNI JN,MOKAMEH JN,21,27.4,150.338,1089.189,236.0,281.0,3.864,0.0,0.373,0.0,UNK,23.6,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,MOKAMEH JN,BAKHTIYARPUR JN,27,23.6,170.486,1069.0410000000002,281.0,317.0,9.224,0.0,0.376,1.0,UNK,25.6,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,BAKHTIYARPUR JN,PATNA JN,34,25.6,213.514,1026.013,317.0,382.0,2.571,0.0,0.131,0.0,UNK,42.0,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,PATNA JN,DANAPUR,46,42.0,258.422,981.105,382.0,397.0,3.524,0.0,0.07,0.0,UNK,41.7,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,DANAPUR,ARA,48,41.7,267.979,971.548,397.0,447.0,9.789,0.0,0.197,1.0,UNK,53.7,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,ARA,DUMRAON,54,53.7,306.741,932.7860000000001,447.0,478.0,7.447,0.0,0.637,1.0,UNK,77.8,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,DUMRAON,BUXAR,60,77.8,358.859,880.6680000000001,478.0,494.0,10.766,0.0,0.194,1.0,UNK,79.7,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,BUXAR,MUGHAL SARAI JN,62,79.7,375.116,864.4110000000001,494.0,582.0,10.641,0.0,0.04,0.0,UNK,113.6,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,MUGHAL SARAI JN,ALLAHABAD JN,77,113.6,469.031,770.4960000000001,582.0,692.0,6.686,0.0,0.748,0.0,UNK,127.8,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,ALLAHABAD JN,KANPUR CENTRAL,97,127.8,619.853,619.6740000000001,692.0,812.0,3.062,0.0,0.634,0.0,UNK,211.6,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,KANPUR CENTRAL,ALIGARH JN,126,211.6,812.664,426.86300000000006,812.0,999.0,6.988,0.0,0.388,0.0,UNK,282.8,73.62723112128145,90.0535565550558
12569,2026-01-06,GR,ECR,6,True,ALIGARH JN,ANAND VIHAR TRM,163,282.8,1121.426,118.10100000000011,999.0,1135.0,2.08,0.0,0.233,1.0,UNK,321.2,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,JAYNAGAR,MADHUBANI,0,0.0,0.0,1239.527,0.0,34.0,9.654,0.0,0.119,0.0,UNK,11.5,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,MADHUBANI,SAKRI JN,4,11.5,30.854,1208.673,34.0,64.0,8.0,0.0,0.224,0.0,UNK,10.9,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,SAKRI JN,DARBHANGA JN,6,10.9,46.443,1193.084,64.0,89.0,5.01,0.0,0.062,1.0,UNK,9.4,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,DARBHANGA JN,LAHERIA SARAI,8,9.4,64.717,1174.81,89.0,97.0,5.179,0.0,0.265,0.0,UNK,8.1,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,LAHERIA SARAI,HAIAGHAT,9,8.1,69.896,1169.631,97.0,115.0,6.139,0.0,0.677,0.0,UNK,9.5,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,HAIAGHAT,SAMASTIPUR JN,11,9.5,80.296,1159.231,115.0,181.0,3.045,0.0,0.325,1.0,UNK,2.8,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,SAMASTIPUR JN,BARAUNI JN,14,2.8,100.732,1138.795,181.0,236.0,7.227,0.0,0.025,1.0,UNK,21.2,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,BARAUNI JN,MOKAMEH JN,21,21.2,150.338,1089.189,236.0,281.0,3.864,0.0,0.139,0.0,UNK,24.1,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,MOKAMEH JN,BAKHTIYARPUR JN,27,24.1,170.486,1069.0410000000002,281.0,317.0,9.224,0.0,0.8,0.0,UNK,31.7,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,BAKHTIYARPUR JN,PATNA JN,34,31.7,213.514,1026.013,317.0,382.0,2.571,0.0,0.209,0.0,UNK,34.4,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,PATNA JN,DANAPUR,46,34.4,258.422,981.105,382.0,397.0,3.524,0.0,0.003,0.0,UNK,32.5,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,DANAPUR,ARA,48,32.5,267.979,971.548,397.0,447.0,9.789,0.0,0.055,0.0,UNK,27.1,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,ARA,DUMRAON,54,27.1,306.741,932.7860000000001,447.0,478.0,7.447,0.0,0.287,0.0,UNK,42.3,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,DUMRAON,BUXAR,60,42.3,358.859,880.6680000000001,478.0,494.0,10.766,0.0,0.198,1.0,UNK,41.7,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,BUXAR,MUGHAL SARAI JN,62,41.7,375.116,864.4110000000001,494.0,582.0,10.641,0.0,0.232,0.0,UNK,48.1,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,MUGHAL SARAI JN,ALLAHABAD JN,77,48.1,469.031,770.4960000000001,582.0,692.0,6.686,0.0,0.61,0.0,UNK,66.0,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,ALLAHABAD JN,KANPUR CENTRAL,97,66.0,619.853,619.6740000000001,692.0,812.0,3.062,0.0,0.003,1.0,UNK,91.9,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,KANPUR CENTRAL,ALIGARH JN,126,91.9,812.664,426.86300000000006,812.0,999.0,6.988,0.0,0.332,0.0,UNK,154.0,73.62723112128145,90.0535565550558
12569,2026-01-07,GR,ECR,6,True,ALIGARH JN,ANAND VIHAR TRM,163,154.0,1121.426,118.10100000000011,999.0,1135.0,2.08,0.0,0.051,0.0,UNK,154.7,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,JAYNAGAR,MADHUBANI,0,0.0,0.0,1239.527,0.0,34.0,9.654,0.0,0.388,1.0,UNK,8.3,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,MADHUBANI,SAKRI JN,4,8.3,30.854,1208.673,34.0,64.0,8.0,0.0,0.171,1.0,UNK,5.9,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,SAKRI JN,DARBHANGA JN,6,5.9,46.443,1193.084,64.0,89.0,5.01,0.0,0.068,0.0,UNK,5.9,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,DARBHANGA JN,LAHERIA SARAI,8,5.9,64.717,1174.81,89.0,97.0,5.179,0.0,0.226,1.0,UNK,5.4,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,LAHERIA SARAI,HAIAGHAT,9,5.4,69.896,1169.631,97.0,115.0,6.139,0.0,0.12,0.0,UNK,4.5,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,HAIAGHAT,SAMASTIPUR JN,11,4.5,80.296,1159.231,115.0,181.0,3.045,0.0,0.131,0.0,UNK,27.2,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,SAMASTIPUR JN,BARAUNI JN,14,27.2,100.732,1138.795,181.0,236.0,7.227,0.0,0.257,0.0,UNK,31.6,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,BARAUNI JN,MOKAMEH JN,21,31.6,150.338,1089.189,236.0,281.0,3.864,0.0,0.278,0.0,UNK,26.0,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,MOKAMEH JN,BAKHTIYARPUR JN,27,26.0,170.486,1069.0410000000002,281.0,317.0,9.224,0.0,0.987,1.0,UNK,60.5,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,BAKHTIYARPUR JN,PATNA JN,34,60.5,213.514,1026.013,317.0,382.0,2.571,0.0,0.335,0.0,UNK,79.8,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,PATNA JN,DANAPUR,46,79.8,258.422,981.105,382.0,397.0,3.524,0.0,0.365,0.0,UNK,77.9,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,DANAPUR,ARA,48,77.9,267.979,971.548,397.0,447.0,9.789,0.0,0.3,0.0,UNK,97.7,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,ARA,DUMRAON,54,97.7,306.741,932.7860000000001,447.0,478.0,7.447,0.0,0.088,0.0,UNK,101.7,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,DUMRAON,BUXAR,60,101.7,358.859,880.6680000000001,478.0,494.0,10.766,0.0,0.15,0.0,UNK,108.6,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,BUXAR,MUGHAL SARAI JN,62,108.6,375.116,864.4110000000001,494.0,582.0,10.641,0.0,0.224,1.0,UNK,125.1,73.62723112128145,90.0535565550558
12569,2026-01-08,GR,ECR,6,True,MUGHAL SARAI JN,ALLAHABAD JN,77,125.1,469.031,770.4960000000001,582.0,692.0,6.686,0.0,0.208,0.0,UNK,162.5,73.62723112128145,90.0535565550558
